id_reservation,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,required_car_parking_spaces,meal,reserved_room_type,total_of_special_requests
25390,2,0,2,3.0,0,1,BB,H,0
25391,5,2,2,0.0,0,0,BB,D,0
25392,3,0,2,0.0,0,0,HB,A,0
25393,5,2,2,0.0,0,1,BB,A,0
25394,5,0,2,0.0,0,0,BB,A,0
25395,5,2,2,0.0,0,1,FB,E,0
25396,7,2,2,0.0,0,1,Undefined,E,0
25397,5,0,3,1.0,0,1,BB,H,0
25398,5,0,1,0.0,0,0,BB,A,1
25399,2,0,2,0.0,0,1,BB,D,0
25400,5,2,2,0.0,0,0,HB,D,0
25401,5,1,2,0.0,0,1,BB,A,0
25402,5,2,2,0.0,0,0,BB,D,0
25403,5,2,2,0.0,0,0,BB,D,0
25404,1,0,1,0.0,0,1,BB,A,1
25405,1,0,2,0.0,0,1,BB,A,0
25406,5,1,2,0.0,0,0,BB,A,1
25407,1,0,2,0.0,0,1,BB,A,0
25408,1,0,2,0.0,0,0,BB,A,0
25409,1,0,2,0.0,0,0,HB,A,1
25410,1,0,2,0.0,0,0,HB,A,1
25411,1,0,2,0.0,0,1,BB,A,1
25412,1,0,3,0.0,0,1,FB,E,0
25413,1,0,2,1.0,0,1,BB,G,1
25414,2,0,2,0.0,0,0,BB,A,1
25415,2,0,2,0.0,0,1,BB,A,0
25416,1,2,2,0.0,0,1,BB,A,0
25417,1,0,2,0.0,0,0,BB,A,2
25418,5,0,2,0.0,0,1,BB,A,0
25419,1,0,3,0.0,0,1,BB,A,2
25420,7,3,2,0.0,0,0,BB,D,0
25421,1,1,2,0.0,0,0,BB,F,1
25422,5,2,2,0.0,0,0,BB,E,0
25423,3,1,2,0.0,0,0,BB,A,2
25424,1,1,2,0.0,0,0,BB,G,1
25425,0,0,3,1.0,0,0,BB,H,0
25426,0,1,2,0.0,0,1,HB,A,0
25427,6,3,3,0.0,0,0,BB,A,1
25428,1,1,2,0.0,0,1,BB,A,0
25429,1,1,1,0.0,0,0,BB,C,0
25430,1,1,2,2.0,0,1,HB,G,0
25431,3,1,2,0.0,0,0,BB,A,2
25432,1,1,2,1.0,0,1,BB,A,1
25433,5,1,2,0.0,0,1,BB,A,0
25434,5,2,2,0.0,0,0,BB,D,0
25435,5,2,2,0.0,0,0,BB,D,1
25436,1,1,2,0.0,0,1,BB,F,0
25437,0,1,2,0.0,0,0,BB,A,1
25438,5,2,2,0.0,0,0,BB,A,0
25439,1,1,3,1.0,0,1,FB,H,0
25440,5,2,2,0.0,0,0,BB,A,0
25441,5,2,2,1.0,0,0,BB,D,3
25442,5,2,2,0.0,0,0,BB,D,2
25443,3,2,2,0.0,0,0,BB,F,1
25444,4,2,2,0.0,0,1,HB,E,2
25445,0,1,1,0.0,0,0,BB,A,0
25446,1,0,1,0.0,0,0,BB,A,0
25447,1,0,1,0.0,0,0,BB,A,0
25448,1,0,1,0.0,0,0,BB,A,0
25449,0,1,1,0.0,0,1,BB,A,0
25450,0,1,1,0.0,0,0,BB,A,0
25451,1,2,2,0.0,0,0,BB,A,1
25452,2,0,2,0.0,0,0,BB,A,0
25453,1,2,2,0.0,0,1,BB,A,0
25454,1,2,2,0.0,0,0,BB,A,1
25455,0,2,3,1.0,0,1,HB,H,0
25456,1,2,2,0.0,0,0,BB,A,1
25457,1,2,2,0.0,0,0,BB,A,1
25458,1,2,2,0.0,0,0,BB,A,1
25459,0,2,1,0.0,0,0,BB,A,0
25460,3,2,2,1.0,1,0,BB,G,0
25461,0,2,2,0.0,0,0,BB,A,0
25462,5,2,2,0.0,0,0,HB,A,0
25463,0,1,2,0.0,0,1,BB,F,0
25464,1,2,2,0.0,0,1,BB,A,1
25465,1,2,2,0.0,0,1,BB,A,0
25466,5,2,2,0.0,0,0,BB,D,2
25467,5,2,2,0.0,0,0,BB,D,1
25468,4,2,2,0.0,0,0,FB,A,0
25469,5,2,2,0.0,0,0,BB,D,1
25470,6,2,2,0.0,0,1,BB,D,1
25471,5,2,2,0.0,0,0,HB,A,0
25472,6,4,2,0.0,0,0,BB,D,0
25473,1,1,2,0.0,0,0,BB,A,0
25474,1,0,1,0.0,0,1,BB,A,0
25475,1,0,2,2.0,0,1,BB,G,0
25476,5,1,2,0.0,0,1,BB,D,0
25477,6,4,2,0.0,0,0,HB,A,0
25478,10,4,2,0.0,0,0,BB,D,1
25479,5,2,2,0.0,0,0,BB,D,1
25480,2,2,2,0.0,0,1,BB,A,1
25481,6,4,2,0.0,0,0,BB,D,0
25482,1,0,1,0.0,0,1,BB,A,0
25483,0,0,2,0.0,0,0,BB,A,0
25484,5,2,2,0.0,0,0,BB,A,2
25485,5,2,2,0.0,0,0,HB,A,0
25486,5,2,2,0.0,0,0,BB,A,1
25487,10,4,2,0.0,0,0,HB,D,0
25488,5,2,2,0.0,0,0,BB,A,1
25489,5,2,2,0.0,0,0,BB,A,1
25490,5,2,2,0.0,0,0,BB,A,1
25491,5,2,2,0.0,0,0,BB,A,1
25492,5,2,2,0.0,0,0,BB,D,1
25493,5,2,2,0.0,0,0,BB,D,1
25494,5,2,2,0.0,0,0,BB,D,1
25495,5,2,2,0.0,0,0,BB,A,1
25496,5,2,2,0.0,0,0,BB,D,1
25497,5,2,1,0.0,0,0,BB,A,1
25498,5,2,2,0.0,0,0,BB,D,1
25499,5,2,2,0.0,0,0,BB,A,1
25500,10,4,2,0.0,0,0,HB,E,0
25501,5,2,2,0.0,0,0,HB,A,0
25502,10,4,2,0.0,0,0,BB,A,0
25503,2,2,2,0.0,0,1,BB,A,0
25504,5,2,3,0.0,0,0,BB,A,1
25505,7,4,2,0.0,0,0,BB,D,0
25506,4,2,2,0.0,0,0,HB,D,0
25507,4,2,2,0.0,0,0,HB,D,1
25508,0,0,2,2.0,0,0,BB,G,0
25509,0,0,2,2.0,0,0,BB,G,0
25510,5,2,2,0.0,0,0,BB,A,1
25511,5,2,2,0.0,0,0,FB,D,0
25512,2,2,2,1.0,0,0,BB,A,1
25513,5,2,2,0.0,0,0,BB,A,1
25514,2,2,2,0.0,0,0,BB,D,1
25515,2,2,2,0.0,0,0,BB,D,1
25516,2,1,2,0.0,0,1,BB,A,0
25517,8,3,2,0.0,0,0,BB,E,0
25518,4,2,2,0.0,0,0,BB,A,1
25519,5,2,2,0.0,1,0,BB,E,1
25520,2,0,1,0.0,0,1,BB,A,0
25521,13,4,2,0.0,0,0,BB,E,2
25522,10,5,2,0.0,0,0,BB,E,2
25523,8,2,2,0.0,0,0,BB,E,0
25524,1,0,1,0.0,0,0,BB,A,0
25525,1,0,1,0.0,0,0,BB,A,0
25526,3,0,3,0.0,0,1,BB,E,0
25527,4,2,2,0.0,0,0,BB,D,1
25528,4,2,2,0.0,0,1,BB,A,0
25529,2,0,2,0.0,0,0,BB,A,1
25530,8,4,2,0.0,0,0,BB,D,1
25531,3,1,2,0.0,0,0,BB,G,1
25532,1,0,2,0.0,0,0,BB,E,0
25533,3,0,2,0.0,0,1,BB,E,1
25534,1,0,1,0.0,0,1,BB,A,0
25535,5,2,2,0.0,0,0,BB,A,1
25536,4,2,2,2.0,0,0,BB,G,0
25537,10,4,2,0.0,0,0,BB,A,1
25538,10,4,2,0.0,0,0,BB,A,0
25539,2,0,3,0.0,0,1,HB,E,2
25540,9,2,2,0.0,0,0,BB,D,1
25541,4,1,2,2.0,1,1,Undefined,C,1
25542,10,4,2,0.0,0,0,HB,A,0
25543,2,0,2,0.0,0,1,BB,D,1
25544,1,0,2,0.0,0,1,BB,D,1
25545,5,2,2,0.0,0,0,BB,E,2
25546,5,2,2,0.0,0,1,BB,E,2
25547,10,4,2,0.0,0,0,HB,A,0
25548,10,4,2,0.0,0,0,HB,A,1
25549,5,2,2,0.0,0,0,BB,D,2
25550,4,2,2,0.0,0,1,BB,F,0
25551,5,2,2,0.0,0,1,BB,A,0
25552,4,2,2,0.0,0,0,BB,A,0
25553,10,4,2,0.0,0,0,HB,A,0
25554,4,2,3,0.0,0,0,BB,A,1
25555,5,2,2,0.0,0,1,HB,F,1
25556,10,4,2,0.0,0,0,BB,D,0
25557,2,0,2,1.0,0,1,BB,E,0
25558,5,2,2,0.0,0,0,BB,A,1
25559,5,2,2,0.0,0,0,BB,D,0
25560,8,2,2,0.0,0,0,BB,A,1
25561,1,0,2,1.0,0,0,BB,A,1
25562,2,0,2,2.0,0,1,BB,H,0
25563,1,0,2,2.0,0,0,BB,G,0
25564,0,0,1,0.0,0,0,HB,A,1
25565,0,0,2,0.0,0,0,BB,A,1
25566,5,2,2,0.0,0,0,BB,A,1
25567,5,0,2,0.0,0,0,BB,A,2
25568,5,0,1,0.0,0,0,BB,D,2
25569,5,0,2,0.0,0,0,BB,A,2
25570,5,2,2,0.0,0,0,HB,A,2
25571,5,2,2,0.0,0,0,HB,A,2
25572,3,0,2,0.0,0,1,BB,A,0
25573,10,4,1,0.0,0,0,BB,A,1
25574,10,3,2,0.0,0,0,BB,D,0
25575,5,2,2,0.0,0,0,BB,A,0
25576,10,4,2,0.0,0,0,HB,D,1
25577,3,0,2,1.0,0,1,BB,A,0
25578,3,0,2,1.0,0,0,BB,A,0
25579,3,0,2,0.0,0,0,BB,A,0
25580,3,0,2,0.0,0,0,BB,A,0
25581,3,0,2,0.0,0,1,BB,G,0
25582,8,2,2,0.0,0,0,BB,D,0
25583,5,2,2,0.0,0,1,BB,A,0
25584,5,2,2,0.0,0,0,BB,A,0
25585,5,2,2,0.0,0,0,BB,E,0
25586,5,2,2,0.0,0,0,BB,A,0
25587,5,2,2,0.0,0,0,BB,A,0
25588,1,0,2,0.0,0,0,BB,E,1
25589,1,0,2,0.0,0,1,BB,H,0
25590,5,1,2,1.0,0,1,BB,A,2
25591,5,1,2,1.0,0,1,BB,A,2
25592,5,1,2,1.0,1,1,BB,C,3
25593,3,0,2,2.0,0,1,BB,G,0
25594,2,0,2,2.0,0,1,BB,G,0
25595,1,0,2,0.0,0,0,BB,A,2
25596,1,0,2,0.0,0,1,BB,A,2
25597,6,2,2,0.0,0,0,BB,A,2
25598,7,2,2,0.0,0,0,BB,D,1
25599,1,0,2,2.0,0,1,BB,G,0
25600,4,0,2,0.0,0,0,BB,A,1
25601,1,0,2,0.0,0,0,BB,A,2
25602,1,0,2,0.0,0,1,BB,A,2
25603,5,2,3,0.0,0,0,BB,E,2
25604,2,0,2,0.0,0,1,BB,E,0
25605,2,0,2,0.0,0,0,BB,E,0
25606,3,1,2,0.0,0,0,BB,F,2
25607,7,3,2,0.0,0,0,BB,D,0
25608,10,4,2,0.0,0,0,BB,D,1
25609,3,1,2,0.0,0,0,BB,A,1
25610,5,3,1,0.0,0,0,BB,A,0
25611,2,1,2,0.0,0,0,BB,A,1
25612,0,1,2,0.0,0,1,BB,A,0
25613,6,3,2,0.0,0,1,BB,E,0
25614,2,1,2,0.0,0,0,BB,D,1
25615,3,1,2,0.0,0,0,BB,A,1
25616,0,1,2,0.0,0,0,BB,A,0
25617,0,1,2,0.0,0,0,BB,A,1
25618,4,1,2,0.0,0,1,HB,D,0
25619,3,1,2,0.0,0,1,HB,F,1
25620,5,2,2,0.0,0,0,HB,E,0
25621,0,1,2,0.0,0,1,BB,A,1
25622,5,2,3,0.0,0,1,BB,H,0
25623,0,1,1,0.0,0,0,BB,A,0
25624,10,4,2,0.0,0,0,BB,E,0
25625,3,1,2,0.0,0,0,BB,A,2
25626,0,1,2,0.0,0,0,BB,A,2
25627,5,1,3,0.0,0,0,BB,F,1
25628,6,3,2,0.0,0,0,HB,A,1
25629,6,3,2,0.0,0,0,HB,A,1
25630,5,2,2,0.0,0,0,BB,D,1
25631,2,2,2,0.0,0,0,BB,A,0
25632,10,4,2,0.0,0,0,BB,A,1
25633,5,4,2,0.0,0,0,BB,A,1
25634,5,4,2,0.0,0,0,BB,A,1
25635,5,4,2,0.0,0,0,BB,A,1
25636,0,1,2,0.0,0,0,BB,E,0
25637,0,1,2,0.0,0,0,BB,A,0
25638,10,4,2,0.0,0,0,BB,E,2
25639,10,4,2,1.0,0,0,BB,E,3
25640,0,1,2,0.0,0,0,BB,E,0
25641,0,1,2,0.0,0,0,BB,A,0
25642,6,4,2,0.0,0,1,BB,D,1
25643,3,2,2,0.0,0,1,BB,A,2
25644,1,2,2,1.0,0,1,HB,F,0
25645,1,2,2,0.0,0,1,HB,A,0
25646,3,2,2,0.0,0,0,BB,F,0
25647,5,2,2,0.0,0,1,BB,E,1
25648,3,2,2,0.0,0,0,BB,E,1
25649,5,2,2,0.0,0,0,BB,A,1
25650,0,1,2,0.0,0,1,BB,E,0
25651,0,1,3,0.0,0,0,BB,E,1
25652,1,1,3,0.0,0,0,BB,C,1
25653,10,4,2,0.0,0,0,BB,E,1
25654,1,2,2,2.0,0,1,BB,G,0
25655,6,2,2,0.0,0,0,BB,A,2
25656,5,2,2,0.0,0,0,BB,D,0
25657,1,1,1,0.0,0,0,BB,A,0
25658,5,2,2,0.0,0,0,BB,D,2
25659,4,1,2,0.0,0,0,BB,D,2
25660,10,4,2,0.0,0,0,BB,E,1
25661,1,0,2,0.0,0,0,BB,A,0
25662,10,4,2,0.0,0,0,BB,E,0
25663,4,2,2,0.0,0,0,HB,E,0
25664,5,2,2,0.0,0,0,BB,D,0
25665,10,4,2,0.0,0,0,BB,D,0
25666,4,2,2,2.0,0,1,BB,C,0
25667,1,0,2,0.0,0,0,BB,C,1
25668,2,2,2,0.0,0,1,BB,A,1
25669,6,3,1,0.0,0,0,HB,D,1
25670,6,4,2,0.0,0,1,BB,D,0
25671,6,3,1,0.0,0,0,HB,D,1
25672,1,0,2,0.0,0,1,BB,A,1
25673,6,3,1,0.0,0,0,HB,D,1
25674,10,4,2,0.0,0,0,BB,D,2
25675,10,4,2,0.0,0,0,BB,D,2
25676,1,0,2,0.0,0,1,BB,F,1
25677,7,3,2,0.0,0,0,BB,D,0
25678,7,3,2,0.0,0,0,BB,A,1
25679,7,3,2,0.0,0,0,BB,A,0
25680,7,4,2,0.0,0,0,BB,D,0
25681,7,3,2,0.0,0,0,BB,E,1
25682,5,2,2,0.0,0,0,HB,D,1
25683,2,1,3,1.0,0,1,BB,H,0
25684,2,1,2,0.0,0,0,BB,F,0
25685,2,0,3,1.0,0,0,BB,G,0
25686,2,2,2,1.0,0,1,FB,A,0
25687,2,0,2,2.0,0,0,BB,H,0
25688,2,2,2,1.0,0,0,HB,A,1
25689,5,2,2,0.0,0,0,BB,A,1
25690,1,0,2,0.0,0,1,BB,A,1
25691,7,2,2,0.0,0,0,BB,A,1
25692,10,4,2,0.0,0,1,BB,D,0
25693,10,4,2,0.0,0,0,BB,D,0
25694,5,2,2,0.0,0,0,HB,A,1
25695,2,0,2,2.0,0,0,BB,C,1
25696,2,0,2,0.0,0,1,BB,F,1
25697,2,0,3,0.0,0,1,BB,F,2
25698,2,1,3,0.0,0,0,BB,A,0
25699,0,0,1,0.0,0,0,BB,A,0
25700,10,4,2,0.0,0,1,BB,D,1
25701,1,0,2,0.0,0,1,BB,A,0
25702,2,1,2,0.0,0,1,BB,E,0
25703,1,0,2,0.0,0,0,BB,A,1
25704,6,2,2,2.0,0,0,BB,C,3
25705,3,1,2,0.0,0,1,Undefined,F,0
25706,1,0,1,0.0,0,0,BB,A,0
25707,1,0,1,0.0,0,0,BB,A,0
25708,1,0,1,0.0,0,0,BB,D,0
25709,1,0,1,0.0,0,0,BB,E,0
25710,1,0,1,0.0,0,0,BB,A,0
25711,1,0,1,0.0,0,0,BB,E,0
25712,1,0,1,0.0,0,0,BB,A,0
25713,1,0,1,0.0,0,0,BB,A,0
25714,1,0,1,0.0,0,0,BB,A,0
25715,1,0,1,0.0,0,0,BB,A,0
25716,1,0,2,0.0,0,1,BB,D,1
25717,3,1,2,0.0,0,0,BB,E,1
25718,8,2,2,1.0,0,0,BB,E,2
25719,1,0,2,2.0,0,1,BB,G,0
25720,3,2,3,0.0,0,1,FB,A,0
25721,3,0,2,0.0,0,0,BB,A,1
25722,8,4,2,0.0,0,0,BB,E,0
25723,3,0,2,0.0,0,1,HB,A,1
25724,5,2,2,0.0,0,0,HB,D,3
25725,5,2,1,0.0,0,0,HB,D,3
25726,9,2,2,0.0,0,0,BB,A,0
25727,6,2,2,1.0,1,0,BB,C,1
25728,5,2,3,0.0,0,0,BB,D,1
25729,4,2,2,0.0,0,1,BB,A,1
25730,4,2,2,0.0,0,0,BB,A,1
25731,4,0,2,0.0,0,1,HB,D,1
25732,1,0,2,0.0,0,1,BB,E,1
25733,3,0,2,0.0,0,1,BB,E,0
25734,3,0,2,0.0,0,1,BB,A,1
25735,3,0,2,0.0,0,0,BB,A,1
25736,4,2,2,0.0,0,1,HB,A,1
25737,4,2,2,0.0,1,0,HB,A,1
25738,5,2,2,0.0,0,0,BB,D,0
25739,3,0,2,0.0,0,1,BB,E,1
25740,4,2,2,2.0,0,0,BB,C,0
25741,2,0,2,0.0,0,1,BB,A,1
25742,1,0,2,0.0,0,0,BB,A,0
25743,1,0,2,0.0,0,1,BB,A,0
25744,5,2,2,0.0,0,0,HB,A,0
25745,5,2,2,0.0,0,0,BB,A,0
25746,4,0,2,0.0,0,0,BB,D,0
25747,3,0,1,0.0,0,0,BB,A,1
25748,5,0,2,0.0,0,0,BB,A,1
25749,10,4,2,0.0,0,0,BB,D,1
25750,10,4,2,0.0,0,0,BB,D,0
25751,8,2,2,0.0,0,1,BB,A,1
25752,8,2,2,0.0,0,0,BB,D,0
25753,2,0,2,0.0,0,1,BB,A,0
25754,5,2,2,0.0,0,0,HB,D,0
25755,2,0,2,2.0,0,0,BB,C,0
25756,5,0,2,0.0,0,1,BB,E,0
25757,10,4,2,0.0,0,0,BB,D,0
25758,8,2,2,0.0,0,0,BB,A,0
25759,5,1,2,1.0,1,1,BB,G,2
25760,4,0,2,0.0,0,0,BB,E,0
25761,3,0,2,0.0,0,1,HB,D,0
25762,1,0,2,0.0,0,1,BB,E,1
25763,8,2,2,0.0,0,0,HB,A,0
25764,1,0,2,0.0,0,0,BB,D,0
25765,7,2,2,0.0,0,0,BB,A,1
25766,3,0,2,0.0,0,1,BB,A,1
25767,3,0,1,0.0,0,0,BB,E,1
25768,10,4,2,0.0,0,0,HB,D,0
25769,7,2,2,0.0,0,0,BB,A,1
25770,1,0,2,0.0,0,1,BB,D,0
25771,1,0,2,2.0,0,0,BB,H,0
25772,2,0,2,0.0,0,0,BB,A,1
25773,3,0,2,0.0,0,0,BB,D,0
25774,5,2,2,0.0,0,0,BB,A,0
25775,5,2,2,0.0,0,0,FB,E,0
25776,2,1,2,0.0,0,1,BB,A,1
25777,5,1,2,0.0,0,0,HB,A,0
25778,5,2,2,0.0,0,0,BB,A,1
25779,5,3,2,0.0,0,1,BB,D,1
25780,5,3,2,0.0,0,0,BB,D,0
25781,2,1,2,0.0,0,0,HB,A,1
25782,5,2,2,0.0,0,0,HB,A,0
25783,4,1,2,0.0,0,1,BB,F,1
25784,3,1,2,0.0,0,1,BB,E,1
25785,0,0,1,0.0,0,0,BB,A,0
25786,2,1,2,1.0,0,1,HB,A,1
25787,1,1,2,1.0,0,0,BB,A,2
25788,5,2,3,0.0,0,0,BB,F,0
25789,5,2,2,0.0,0,0,BB,E,1
25790,5,2,2,0.0,0,0,BB,E,1
25791,1,1,2,0.0,0,0,HB,D,2
25792,5,2,2,0.0,0,0,HB,D,1
25793,0,1,3,1.0,0,0,BB,H,0
25794,5,2,2,0.0,0,0,BB,A,2
25795,0,1,2,1.0,0,1,BB,A,0
25796,4,2,2,2.0,0,1,HB,C,0
25797,6,4,2,0.0,0,0,HB,A,2
25798,6,4,2,0.0,0,0,HB,A,0
25799,5,2,2,0.0,0,0,BB,E,2
25800,5,2,2,0.0,0,0,BB,E,1
25801,5,2,2,0.0,0,0,BB,D,0
25802,6,4,2,0.0,0,0,BB,A,0
25803,3,2,2,1.0,0,0,BB,F,1
25804,0,1,1,0.0,0,1,BB,E,0
25805,3,2,2,0.0,0,1,BB,F,0
25806,5,2,2,0.0,0,0,BB,E,1
25807,5,2,2,0.0,0,0,BB,D,0
25808,0,1,2,0.0,0,0,BB,A,0
25809,6,4,2,0.0,0,0,HB,A,1
25810,0,1,2,0.0,0,0,BB,D,1
25811,2,2,2,0.0,0,1,BB,E,1
25812,5,3,1,2.0,0,1,HB,G,1
25813,6,4,1,0.0,0,0,HB,A,0
25814,5,2,2,0.0,0,0,BB,F,1
25815,5,2,2,0.0,0,0,BB,A,3
25816,5,2,2,0.0,0,0,HB,D,0
25817,5,2,2,0.0,0,0,BB,E,1
25818,6,2,2,0.0,0,1,HB,A,0
25819,6,3,2,1.0,0,0,BB,D,1
25820,1,0,1,0.0,0,1,BB,A,0
25821,6,4,2,2.0,0,0,HB,C,1
25822,1,0,1,0.0,0,1,BB,A,0
25823,6,3,2,0.0,0,0,HB,A,0
25824,1,1,3,1.0,0,0,HB,H,2
25825,4,2,2,3.0,0,1,HB,G,2
25826,6,3,2,0.0,0,0,FB,D,0
25827,1,0,2,0.0,0,0,BB,E,1
25828,5,2,2,0.0,0,0,BB,D,0
25829,7,4,2,0.0,0,0,BB,A,0
25830,10,4,2,0.0,0,0,BB,A,1
25831,5,2,2,0.0,0,0,BB,D,0
25832,10,4,2,0.0,0,0,BB,D,1
25833,7,3,2,0.0,0,0,HB,A,0
25834,10,4,2,0.0,0,0,BB,D,1
25835,10,4,2,0.0,0,0,BB,D,1
25836,5,2,3,0.0,0,0,BB,A,0
25837,5,2,2,0.0,0,0,HB,A,0
25838,10,4,2,0.0,0,0,BB,A,0
25839,3,2,2,2.0,0,0,BB,C,1
25840,5,2,2,0.0,0,0,HB,A,0
25841,0,0,2,0.0,0,0,BB,F,0
25842,1,0,2,0.0,0,0,BB,A,1
25843,1,0,1,0.0,0,0,BB,A,1
25844,1,0,1,0.0,0,0,BB,A,1
25845,1,0,1,0.0,0,0,BB,A,1
25846,2,0,1,0.0,0,0,BB,A,1
25847,1,0,1,0.0,0,0,BB,A,1
25848,2,0,2,0.0,0,0,BB,A,1
25849,2,0,1,0.0,0,0,BB,A,1
25850,2,0,1,0.0,0,0,BB,A,1
25851,1,0,1,0.0,0,0,BB,A,1
25852,5,2,2,0.0,0,0,BB,F,1
25853,10,4,2,0.0,0,0,HB,A,0
25854,2,0,2,0.0,0,0,BB,C,0
25855,2,1,2,0.0,0,1,BB,A,0
25856,3,2,2,0.0,0,0,BB,A,0
25857,4,2,2,0.0,0,0,BB,A,0
25858,2,1,2,0.0,0,0,BB,A,0
25859,10,4,2,0.0,0,0,BB,D,2
25860,10,4,2,0.0,0,0,BB,D,3
25861,2,0,2,0.0,0,1,BB,E,1
25862,2,0,2,0.0,0,1,BB,F,1
25863,2,0,2,0.0,0,1,BB,E,1
25864,3,2,2,0.0,0,0,BB,A,1
25865,5,2,2,0.0,0,1,BB,D,1
25866,1,0,2,0.0,0,0,BB,D,0
25867,1,0,2,0.0,0,0,BB,A,0
25868,1,0,2,0.0,0,0,BB,D,0
25869,7,3,2,0.0,0,0,FB,A,0
25870,2,1,2,0.0,0,0,BB,E,1
25871,2,0,2,0.0,0,0,BB,E,1
25872,7,3,2,0.0,0,0,BB,D,0
25873,4,2,2,0.0,0,0,HB,E,0
25874,4,2,2,0.0,0,0,HB,D,0
25875,3,2,3,1.0,0,0,BB,C,0
25876,10,4,1,0.0,0,0,BB,A,0
25877,8,3,2,0.0,0,0,BB,D,0
25878,8,3,2,0.0,0,0,BB,D,0
25879,7,2,2,0.0,0,0,BB,D,0
25880,8,3,2,0.0,0,0,BB,G,0
25881,8,3,2,2.0,0,0,BB,G,0
25882,5,2,2,0.0,0,0,HB,D,0
25883,0,0,2,0.0,0,0,HB,A,1
25884,3,1,2,0.0,0,1,BB,A,0
25885,1,0,1,0.0,0,0,BB,A,0
25886,8,3,2,1.0,0,0,Undefined,A,2
25887,8,3,2,1.0,0,1,Undefined,A,2
25888,3,1,2,0.0,0,1,BB,E,0
25889,5,2,2,0.0,0,0,BB,D,1
25890,3,1,2,0.0,0,0,BB,F,1
25891,4,2,2,0.0,0,1,BB,D,1
25892,4,2,2,0.0,0,1,BB,D,1
25893,2,0,2,0.0,0,0,BB,A,3
25894,10,4,2,0.0,0,0,HB,E,0
25895,5,2,2,0.0,0,0,BB,E,0
25896,5,2,2,0.0,0,0,BB,D,2
25897,2,0,2,0.0,0,1,BB,E,0
25898,5,2,2,0.0,0,0,HB,D,0
25899,3,0,2,0.0,0,1,BB,F,1
25900,1,0,2,0.0,0,0,BB,A,0
25901,2,0,2,0.0,0,0,BB,A,0
25902,1,0,1,0.0,0,1,BB,A,0
25903,3,1,3,1.0,0,0,BB,H,0
25904,5,2,3,0.0,0,0,BB,A,1
25905,5,2,2,0.0,0,0,BB,A,1
25906,8,2,2,0.0,0,0,Undefined,D,1
25907,5,2,2,0.0,0,0,BB,A,2
25908,5,2,2,0.0,0,1,BB,A,2
25909,5,2,2,0.0,0,1,BB,A,2
25910,5,2,2,0.0,0,1,BB,A,2
25911,5,2,2,0.0,0,0,BB,A,2
25912,4,2,2,0.0,0,1,BB,A,3
25913,4,1,2,0.0,0,0,FB,A,1
25914,4,1,1,1.0,0,0,FB,A,1
25915,4,2,2,0.0,0,0,BB,E,1
25916,5,2,2,0.0,0,0,BB,A,0
25917,4,2,2,0.0,0,1,BB,A,1
25918,1,0,2,0.0,0,0,BB,A,0
25919,2,0,1,0.0,0,0,BB,A,0
25920,1,0,2,0.0,0,1,BB,A,0
25921,1,0,2,2.0,0,0,BB,G,1
25922,10,4,2,0.0,0,0,HB,A,0
25923,5,2,2,0.0,0,1,BB,D,1
25924,4,1,2,0.0,0,0,BB,E,1
25925,1,0,2,0.0,0,1,BB,E,2
25926,2,0,2,1.0,0,0,BB,A,1
25927,10,4,2,0.0,0,0,BB,E,0
25928,10,4,2,0.0,0,0,BB,D,0
25929,5,2,3,0.0,0,0,HB,D,1
25930,5,2,2,1.0,0,0,BB,F,1
25931,10,4,2,0.0,0,0,BB,A,0
25932,1,0,2,0.0,0,1,BB,D,1
25933,4,2,2,0.0,0,0,BB,A,2
25934,5,2,2,0.0,0,1,HB,A,0
25935,2,0,2,0.0,0,1,BB,A,1
25936,10,4,2,0.0,0,0,BB,A,0
25937,2,0,2,0.0,1,0,BB,D,3
25938,2,0,2,0.0,1,0,BB,D,3
25939,8,2,2,0.0,0,0,BB,D,0
25940,4,0,2,0.0,0,0,BB,A,1
25941,4,0,1,1.0,0,0,BB,A,1
25942,5,2,2,0.0,0,0,BB,D,0
25943,3,0,2,0.0,0,0,BB,D,2
25944,3,0,2,0.0,0,0,HB,A,2
25945,2,0,2,0.0,0,1,BB,A,1
25946,2,0,2,0.0,0,0,BB,A,1
25947,3,0,2,0.0,0,0,BB,F,0
25948,2,0,2,0.0,0,0,BB,D,1
25949,5,0,1,0.0,0,0,BB,A,1
25950,5,0,1,0.0,0,0,BB,A,1
25951,2,0,2,0.0,0,0,BB,A,1
25952,10,4,2,0.0,0,0,BB,D,2
25953,10,4,2,0.0,0,0,BB,D,2
25954,2,0,1,0.0,0,0,BB,A,0
25955,2,0,2,0.0,0,0,BB,D,0
25956,4,0,2,2.0,0,1,HB,C,0
25957,6,2,2,0.0,0,0,FB,A,1
25958,7,2,2,0.0,0,0,BB,D,1
25959,6,2,2,1.0,0,0,BB,C,1
25960,1,0,2,0.0,0,1,BB,A,0
25961,1,0,2,0.0,0,1,BB,A,0
25962,1,0,2,0.0,0,1,BB,A,0
25963,2,0,3,1.0,0,0,BB,H,0
25964,1,0,2,0.0,0,1,BB,A,2
25965,1,0,2,0.0,0,1,BB,A,0
25966,2,0,2,0.0,0,0,BB,A,1
25967,2,0,2,0.0,0,0,BB,D,0
25968,6,2,2,2.0,0,0,BB,G,0
25969,3,0,2,1.0,0,0,BB,H,0
